,VSI_Motor_Speed_RR,VSI_Motor_Speed_RL,VSI_Motor_Speed_FR,VSI_Motor_Speed_FL,VSI_TrqFeedback_RR,VSI_TrqFeedback_RL,VSI_TrqFeedback_FR,VSI_TrqFeedback_FL,MISC_Pos_Trq_Limit_RR,MISC_Pos_Trq_Limit_RL,MISC_Pos_Trq_Limit_FR,MISC_Pos_Trq_Limit_FL,MISC_Neg_Trq_Limit_RR,MISC_Neg_Trq_Limit_RL,MISC_Neg_Trq_Limit_FR,MISC_Neg_Trq_Limit_FL
22.16,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.17,0.0,0.0,0.0,0.0,0.51744,0.51744,0.38808,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.18,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.19,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.2,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.21,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.38808,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.22,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.23,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.24,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.57975,0.57975,0.57975,0.57975,-0.19325,-0.19325,-0.19325,-0.19325
22.25,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.26,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.27,0.0,0.0,0.0,0.0,0.51744,0.51744,0.51744,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.28,0.0,0.0,0.0,0.0,0.51744,0.6468,0.6468,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.29,3.0,0.0,0.0,0.0,0.77616,0.6468,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.3,4.0,0.0,0.0,0.0,0.6468,0.51744,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.31,4.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.32,4.0,0.0,0.0,0.0,0.90552,0.6468,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.33,3.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.34,3.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.35,3.0,0.0,0.0,0.0,0.77616,0.90552,0.6468,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.36,2.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.37,2.0,0.0,0.0,0.0,0.6468,0.90552,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.38,2.0,0.0,0.0,0.0,0.90552,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.39,3.0,0.0,0.0,0.0,0.90552,0.77616,0.51744,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.4,4.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.41,3.0,0.0,0.0,0.0,0.51744,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.42,2.0,1.0,0.0,0.0,0.6468,0.77616,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.43,1.0,1.0,0.0,0.0,0.51744,1.03488,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.44,1.0,1.0,0.0,0.0,0.77616,0.77616,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.45,0.0,1.0,0.0,0.0,0.77616,0.77616,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.46,0.0,1.0,0.0,0.0,0.6468,0.90552,1.03488,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.47,0.0,1.0,0.0,0.0,0.51744,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.48,0.0,1.0,0.0,0.0,0.77616,0.6468,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.49,0.0,1.0,0.0,0.0,0.6468,0.77616,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.5,0.0,1.0,0.0,0.0,0.6468,0.51744,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.51,0.0,1.0,0.0,0.0,0.6468,0.90552,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.52,0.0,1.0,0.0,0.0,0.77616,0.90552,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.53,0.0,1.0,0.0,0.0,0.6468,0.90552,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.54,0.0,1.0,0.0,0.0,0.77616,0.77616,0.90552,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.55,0.0,1.0,0.0,0.0,0.6468,0.90552,0.51744,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.56,0.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.57,0.0,0.0,0.0,0.0,0.77616,0.6468,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.58,0.0,0.0,0.0,0.0,0.6468,0.6468,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.59,0.0,0.0,0.0,0.0,0.77616,0.90552,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.6,0.0,0.0,0.0,0.0,0.6468,0.77616,0.51744,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.61,0.0,0.0,0.0,0.0,0.6468,0.6468,0.90552,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.62,0.0,0.0,0.0,0.0,0.77616,0.90552,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.63,0.0,0.0,0.0,0.0,0.51744,0.6468,0.6468,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.64,0.0,0.0,0.0,0.0,0.6468,0.90552,0.6468,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.65,0.0,0.0,0.0,0.0,0.51744,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.66,0.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.67,0.0,0.0,0.0,0.0,0.77616,0.6468,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.68,0.0,0.0,0.0,0.0,0.51744,0.6468,0.6468,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.69,0.0,0.0,0.0,0.0,0.77616,0.90552,0.51744,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.7,0.0,0.0,0.0,0.0,0.77616,0.6468,0.77616,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.71,0.0,0.0,0.0,0.0,0.90552,0.77616,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.72,0.0,0.0,0.0,0.0,0.6468,0.6468,0.51744,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.73,0.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.74,0.0,0.0,0.0,0.0,0.51744,0.90552,0.6468,1.03488,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.75,0.0,0.0,0.0,0.0,0.6468,0.77616,0.51744,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.76,0.0,0.0,0.0,0.0,0.51744,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.77,0.0,0.0,0.0,0.0,0.6468,0.6468,0.51744,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.78,0.0,0.0,0.0,0.0,0.51744,0.77616,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.79,0.0,0.0,0.0,0.0,0.77616,0.6468,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.8,0.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.81,0.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.82,0.0,0.0,0.0,0.0,0.51744,0.90552,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.83,0.0,0.0,0.0,0.0,0.51744,0.90552,0.77616,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.84,0.0,0.0,0.0,0.0,0.51744,0.6468,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.85,0.0,0.0,0.0,0.0,0.6468,0.51744,0.51744,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.86,0.0,0.0,0.0,0.0,0.6468,1.03488,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.87,0.0,0.0,0.0,0.0,0.90552,0.77616,0.51744,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.88,0.0,0.0,0.0,0.0,0.77616,0.77616,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.89,0.0,0.0,0.0,0.0,0.90552,0.6468,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.9,0.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.91,0.0,0.0,0.0,0.0,1.03488,1.03488,0.90552,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.92,0.0,0.0,0.0,0.0,0.6468,0.90552,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.93,0.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.94,0.0,0.0,0.0,0.0,0.6468,0.77616,1.03488,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.95,0.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.96,0.0,0.0,0.0,0.0,0.77616,0.6468,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.97,0.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.98,0.0,0.0,0.0,0.0,0.6468,0.51744,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
22.99,0.0,0.0,0.0,0.0,0.6468,0.90552,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.0,0.0,0.0,0.0,0.0,0.6468,1.03488,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.01,0.0,0.0,0.0,0.0,0.6468,1.03488,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.02,0.0,0.0,0.0,0.0,0.77616,0.51744,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.03,0.0,0.0,0.0,0.0,0.90552,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.04,0.0,0.0,0.0,0.0,0.77616,0.77616,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.05,0.0,0.0,0.0,0.0,0.6468,0.77616,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.06,0.0,0.0,0.0,0.0,0.6468,1.03488,0.77616,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.07,0.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.51744,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.08,0.0,0.0,0.0,0.0,0.6468,0.77616,0.51744,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.09,0.0,0.0,0.0,0.0,0.77616,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.1,0.0,0.0,0.0,0.0,0.77616,0.51744,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.11,0.0,0.0,0.0,0.0,0.6468,0.90552,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.12,0.0,0.0,0.0,0.0,0.6468,0.51744,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.13,0.0,0.0,0.0,0.0,1.03488,0.77616,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.14,0.0,0.0,0.0,0.0,0.77616,0.77616,1.03488,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.15,0.0,0.0,0.0,0.0,0.6468,0.77616,0.77616,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.16,0.0,0.0,0.0,0.0,0.77616,0.90552,0.77616,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.17,0.0,0.0,0.0,0.0,0.77616,0.90552,1.03488,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.18,0.0,0.0,0.0,0.0,0.6468,0.6468,0.6468,0.6468,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.19,0.0,0.0,0.0,0.0,0.6468,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.2,0.0,0.0,0.0,0.0,0.77616,0.77616,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.21,0.0,0.0,0.0,0.0,0.90552,0.6468,1.03488,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.22,0.0,0.0,0.0,0.0,0.77616,0.51744,0.6468,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.23,0.0,0.0,0.0,0.0,0.6468,0.77616,0.90552,0.77616,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.24,0.0,0.0,0.0,0.0,0.90552,0.6468,0.6468,0.90552,0.773,0.773,0.773,0.773,-0.19325,-0.19325,-0.19325,-0.19325
23.25,0.0,0.0,0.0,0.0,0.6468,0.6468,0.51744,0.77616,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.26,0.0,0.0,0.0,0.0,0.77616,0.6468,0.6468,0.6468,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.27,0.0,0.0,0.0,0.0,1.03488,0.6468,0.77616,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.28,1.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.29,2.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.3,2.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.31,3.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.32,3.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.33,3.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.34,3.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.35,3.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.36,2.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.37,2.0,0.0,0.0,0.0,0.90552,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.38,1.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.39,1.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.4,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.41,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.42,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.43,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.44,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.45,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.46,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.47,0.0,0.0,0.0,0.0,0.90552,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.48,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.49,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.5,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.51,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.52,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.53,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.54,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.55,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.56,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.57,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.58,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.59,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.6,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.61,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.62,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.63,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.64,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.65,0.0,0.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.66,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.67,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.68,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.69,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.7,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.71,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.72,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.73,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.74,0.0,1.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.75,0.0,2.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.76,0.0,2.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.77,0.0,2.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.78,0.0,2.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.79,0.0,3.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.8,0.0,3.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.81,0.0,3.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.82,0.0,4.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
23.83,0.0,4.0,0.0,0.0,1.03488,1.03488,1.03488,1.03488,0.96625,0.96625,0.96625,0.96625,-0.19325,-0.19325,-0.19325,-0.19325
